Time,DKF,GNSS,F180
703,-18.55113269,-19.2228,-20.476
704,-18.60861047,-19.2825,-20.477
705,-18.70558824,-19.3842,-20.475
706,-18.69881047,-19.3727,-20.477
707,-18.69089935,-19.3609,-20.485
708,-18.45869935,-19.1212,-20.49
709,-18.71101047,-19.3799,-20.493
710,-18.86402158,-19.5393,-20.494
711,-18.91883269,-19.588,-20.496
712,-18.87353269,-19.5527,-20.501
713,-18.58812158,-19.2459,-20.504
714,-18.73835491,-19.4178,-20.513
715,-19.08519935,-19.7552,-20.524
716,-18.96501047,-19.6314,-20.532
717,-19.04526602,-19.7111,-20.537
718,-18.8625438,-19.5331,-20.552
719,-18.81231047,-19.4812,-20.567
720,-18.71542158,-19.3982,-20.582
721,-18.51983269,-19.194,-20.597
722,-18.26742158,-18.9402,-20.613
723,-18.08613269,-18.7653,-20.633
724,-17.64843269,-18.3051,-20.65
725,-17.93231047,-18.5962,-20.663
726,-18.2004438,-18.8785,-20.68
727,-18.26527713,-18.9425,-20.7
728,-18.10252158,-18.7678,-20.716
729,-18.06515491,-18.7346,-20.736
730,-18.46242158,-19.1352,-20.75
731,-18.63049935,-19.298,-20.77
732,-18.87303269,-19.5372,-20.787
733,-18.94589935,-19.6184,-20.798
734,-18.89628824,-19.5699,-20.815
735,-18.99162158,-19.6594,-20.834
736,-18.89176602,-19.5551,-20.85
737,-18.85482158,-19.5276,-20.865
738,-18.65355491,-19.333,-20.875
739,-18.66267713,-19.3399,-20.887
740,-18.57372158,-19.2465,-20.897
741,-18.93703269,-19.6087,-20.904
742,-18.7171438,-19.3877,-20.911
743,-18.67749935,-19.3475,-20.917
744,-18.70425491,-19.3737,-20.923
745,-18.63689935,-19.3119,-20.927
746,-18.61701046,-19.2909,-20.932
747,-18.4483438,-19.1264,-20.935
748,-18.61705491,-19.289,-20.936
749,-18.5088438,-19.1844,-20.939
750,-18.59545491,-19.2699,-20.94
751,-18.90898824,-19.5826,-20.943
752,-18.86239935,-19.5349,-20.941
753,-19.14593269,-19.8226,-20.941
754,-19.24048824,-19.9141,-20.943
755,-19.10082158,-19.7711,-20.945
756,-19.33202158,-19.9998,-20.946
757,-19.49379935,-20.1738,-20.946
758,-19.44033269,-20.1045,-20.944
759,-19.22091046,-19.8898,-20.942
760,-19.00859935,-19.6861,-20.938
761,-18.8397438,-19.5153,-20.937
762,-18.9196438,-19.5977,-20.934
763,-18.89485491,-19.5693,-20.932
764,-18.83076602,-19.5091,-20.93
765,-18.83319935,-19.5082,-20.921
766,-18.79445491,-19.4764,-20.92
767,-18.85446602,-19.5253,-20.911
768,-19.02288824,-19.6915,-20.901
769,-18.92269935,-19.5952,-20.897
770,-18.75773269,-19.4369,-20.897
771,-18.75322157,-19.4285,-20.894
772,-18.81981046,-19.4962,-20.892
773,-18.58216602,-19.2555,-20.885
774,-18.74906602,-19.4174,-20.877
775,-18.5814438,-19.262,-20.879
776,-18.45893269,-19.1381,-20.875
777,-18.39793269,-19.0696,-20.873
778,-18.18586602,-18.8617,-20.871
779,-18.18857713,-18.8608,-20.868
780,-18.11332157,-18.7886,-20.864
781,-18.22193269,-18.8936,-20.862
782,-18.3369438,-19.02,-20.856
783,-18.72228824,-19.3934,-20.854
784,-18.68183269,-19.3635,-20.853
785,-18.63578824,-19.3144,-20.85
786,-18.63362157,-19.3089,-20.846
787,-18.65643269,-19.3381,-20.843
788,-18.72395491,-19.3934,-20.841
789,-18.95646602,-19.6273,-20.84
790,-18.96886602,-19.6447,-20.838
791,-18.93763268,-19.6143,-20.836
792,-18.75147713,-19.4262,-20.835
793,-18.91228824,-19.6009,-20.832
794,-18.86515491,-19.5371,-20.831
795,-18.83295491,-19.5024,-20.829
796,-18.44013268,-19.1118,-20.83
797,-18.38069935,-19.0632,-20.828
798,-18.26469935,-18.9397,-20.826
799,-18.51777713,-19.19,-20.824
800,-18.15168824,-18.8303,-20.821
801,-18.11869935,-18.8012,-20.818
802,-18.14221046,-18.8161,-20.816
803,-18.02321046,-18.6971,-20.815
804,-18.18768824,-18.8663,-20.812
805,-18.4054438,-19.086,-20.81
806,-18.44599935,-19.121,-20.808
807,-18.75536602,-19.4262,-20.806
808,-18.94755491,-19.6195,-20.803
809,-19.05175491,-19.7262,-20.804
810,-19.05703268,-19.7312,-20.806
811,-18.79755491,-19.477,-20.807
812,-18.78989935,-19.4774,-20.806
813,-18.80613268,-19.4928,-20.805
814,-18.61016602,-19.286,-20.801
815,-18.46579935,-19.1383,-20.797
816,-18.54386602,-19.2197,-20.794
817,-18.74857713,-19.4208,-20.792
818,-18.98605491,-19.6555,-20.79
819,-18.97454379,-19.6451,-20.789
820,-19.09258824,-19.7637,-20.788
821,-19.37515491,-20.0546,-20.787
822,-19.30343268,-19.9851,-20.786
823,-19.37254379,-20.0506,-20.788
824,-18.88289935,-19.5604,-20.788
825,-18.58972157,-19.2675,-20.792
826,-18.58399935,-19.2615,-20.797
827,-18.45496602,-19.1283,-20.804
828,-18.57704379,-19.2451,-20.808
829,-18.63134379,-19.3044,-20.808
830,-18.55709935,-19.2346,-20.81
831,-18.38864379,-19.0617,-20.816
832,-18.23597713,-18.9082,-20.82
833,-18.08826602,-18.7591,-20.823
834,-18.40145491,-19.0759,-20.824
835,-18.42595491,-19.1004,-20.821
836,-18.32886602,-19.0047,-20.819
837,-18.40914379,-19.0872,-20.822
838,-18.05632157,-18.7291,-20.783
839,-18.52462157,-19.1974,-20.748
840,-18.76354379,-19.4416,-20.715
841,-18.80887713,-19.4861,-20.692
842,-18.60316602,-19.274,-20.692
843,-18.81274379,-19.4808,-20.695
844,-18.83591046,-19.5098,-20.692
845,-18.71309935,-19.3881,-20.697
846,-18.57149935,-19.244,-20.7
847,-18.66531046,-19.3367,-20.702
848,-18.69444379,-19.37,-20.692
849,-18.46074379,-19.1388,-20.687
850,-18.76732157,-19.4376,-20.682
851,-18.98636602,-19.6597,-20.666
852,-18.96054379,-19.6336,-20.67
853,-18.66022157,-19.338,-20.673
854,-18.68031046,-19.3617,-20.676
855,-18.76493268,-19.4466,-20.666
856,-18.59839935,-19.2784,-20.671
857,-18.61331046,-19.2897,-20.667
858,-18.69181046,-19.3632,-20.66
859,-18.43337713,-19.1056,-20.654
860,-18.62056602,-19.2939,-20.667
861,-18.67504379,-19.3481,-20.695
862,-18.71642157,-19.3917,-20.693
863,-18.60761046,-19.2815,-20.683
864,-18.45103268,-19.1252,-20.685
865,-18.50241046,-19.1788,-20.716
866,-18.65219935,-19.3322,-20.719
867,-18.93412157,-19.6169,-20.739
868,-19.15623268,-19.8354,-20.737
869,-19.32133268,-20.003,-20.725
870,-19.28749935,-19.965,-20.72
871,-19.10232157,-19.7826,-20.717
872,-18.97753268,-19.6617,-20.721
873,-18.96939935,-19.6494,-20.721
874,-18.87813268,-19.5598,-20.716
875,-18.75259935,-19.4301,-20.713
876,-18.40926602,-19.0826,-20.715
877,-18.52884379,-19.2119,-20.713
878,-18.88119935,-19.5662,-20.712
879,-19.04862157,-19.7314,-20.712
880,-19.1298549,-19.8118,-20.715
881,-19.11072157,-19.796,-20.718
882,-18.74856602,-19.4319,-20.718
883,-18.53784379,-19.2134,-20.733
884,-18.64584379,-19.3189,-20.738
885,-18.66061046,-19.337,-20.745
886,-18.47536601,-19.1562,-20.751
887,-18.67879935,-19.3588,-20.754
888,-18.70719935,-19.3872,-20.758
889,-18.65762157,-19.3379,-20.762
890,-18.42439935,-19.1069,-20.766
891,-18.46253268,-19.1442,-20.773
892,-18.58116601,-19.2645,-20.778
893,-18.50204379,-19.1876,-20.783
894,-18.41759935,-19.1001,-20.789
895,-18.4082549,-19.0927,-20.791
896,-18.30062157,-18.9884,-20.804
897,-18.48033268,-19.162,-20.843
898,-18.41833268,-19.0975,-20.921
899,-18.42992157,-19.1102,-20.996
900,-18.27363268,-18.9578,-21.069
901,-18.38212157,-19.0674,-21.147
902,-18.42272157,-19.103,-21.194
903,-18.60174379,-19.2823,-21.262
904,-18.6038549,-19.2883,-21.308
905,-18.63602157,-19.3188,-21.375
906,-18.60257713,-19.2823,-21.423
907,-18.70454379,-19.3826,-21.47
908,-18.69684379,-19.3799,-21.5
909,-18.55683268,-19.246,-21.526
910,-18.16831046,-18.8572,-21.55
911,-18.14401046,-18.8279,-21.594
912,-18.21604379,-18.8966,-21.604
913,-18.31216601,-19.0005,-21.596
914,-18.35899935,-19.049,-21.57
915,-18.48567713,-19.1729,-21.579
916,-18.79249935,-19.475,-21.605
917,-19.02493268,-19.7091,-21.626
918,-19.24468824,-19.9383,-21.622
919,-19.34754379,-20.0356,-21.622
920,-19.21852157,-19.9038,-21.636
921,-19.13383268,-19.818,-21.645
922,-18.83224379,-19.5153,-21.647
923,-18.82984379,-19.5104,-21.588
924,-19.01936601,-19.7002,-21.574
925,-18.92576601,-19.6091,-21.666
926,-18.7482549,-19.4277,-21.736
927,-19.02549935,-19.7105,-21.773
928,-18.95801046,-19.6394,-21.797
929,-18.8575549,-19.542,-21.803
930,-18.7864549,-19.4659,-21.817
931,-18.52983268,-19.209,-21.825
932,-18.32756601,-19.0134,-21.836
933,-18.35408824,-19.0377,-21.837
934,-18.34434379,-19.0274,-21.836
935,-18.43921046,-19.1231,-21.837
936,-18.7776549,-19.4571,-21.842
937,-19.10509935,-19.7826,-21.848
938,-18.78049935,-19.458,-21.834
939,-18.83058824,-19.5117,-21.842
940,-18.50954379,-19.1851,-21.836
941,-18.46509935,-19.1426,-21.827
942,-18.45586601,-19.1417,-21.83
943,-18.37712157,-19.0574,-21.83
944,-18.41663268,-19.0908,-21.82
945,-18.32012157,-19.0004,-21.815
946,-18.55466601,-19.2355,-21.805
947,-18.73142157,-19.4117,-21.811
948,-18.76836601,-19.4467,-21.816
949,-18.5827549,-19.2672,-21.809
950,-18.49234379,-19.1729,-21.808
951,-18.42718824,-19.1058,-21.808
952,-18.28578824,-18.9644,-21.808
953,-18.38593268,-19.0676,-21.809
954,-18.41187712,-19.0916,-21.809
955,-18.31264379,-18.9857,-21.809
956,-18.25738824,-18.9385,-21.806
957,-18.28416601,-18.97,-21.798
958,-18.03932157,-18.7196,-21.798
959,-17.87799935,-18.553,-21.799
960,-18.33034379,-19.0034,-21.796
961,-18.43674379,-19.1098,-21.796
962,-18.2206549,-18.9076,-21.796
963,-18.43949935,-19.112,-21.795
964,-18.49413268,-19.1733,-21.794
965,-18.68616601,-19.3595,-21.791
966,-18.73818824,-19.4068,-21.788
967,-18.78129935,-19.4613,-21.786
968,-18.90219935,-19.5772,-21.785
969,-18.69592157,-19.3762,-21.779
970,-18.56528824,-19.2414,-21.773
971,-18.55327712,-19.2355,-21.77
972,-18.59383268,-19.2755,-21.77
973,-18.45148824,-19.1276,-21.77
974,-18.40283268,-19.0795,-21.77
975,-18.10506601,-18.7884,-21.767
976,-18.26934379,-18.9499,-21.77
977,-18.30243268,-18.9816,-21.769
978,-18.35854379,-19.0366,-21.772
979,-18.20652157,-18.8868,-21.768
980,-18.55563268,-19.2298,-21.77
981,-18.57731046,-19.2587,-21.774
982,-18.81047712,-19.4877,-21.779
983,-18.69702157,-19.3773,-21.78
984,-18.77979935,-19.4573,-21.789
985,-18.7904549,-19.4674,-21.791
986,-18.69021046,-19.3666,-21.793
987,-18.90422157,-19.567,-21.792
988,-18.91253268,-19.5892,-21.796
989,-18.97576601,-19.6541,-21.796
990,-18.81723268,-19.4939,-21.796
991,-18.91518824,-19.5938,-21.795
992,-18.93144379,-19.607,-21.801
993,-19.0498549,-19.7293,-21.8
994,-19.0000549,-19.6795,-21.799
995,-18.99272157,-19.668,-21.795
996,-18.91071046,-19.5896,-21.794
997,-18.76296601,-19.4413,-21.793
998,-18.63324379,-19.3113,-21.795
999,-18.66828824,-19.3494,-21.795
1000,-18.62847712,-19.3157,-21.79
1001,-18.55754379,-19.2431,-21.792
1002,-18.82944379,-19.5025,-21.79
1003,-18.92693268,-19.6136,-21.787
1004,-18.74436601,-19.4227,-21.786
1005,-18.88278824,-19.5614,-21.782
1006,-18.84803268,-19.5222,-21.78
1007,-18.86959935,-19.5521,-21.774
1008,-18.83989935,-19.5199,-21.773
1009,-18.98502157,-19.6628,-21.773
1010,-19.05864379,-19.7417,-21.771
1011,-18.95834379,-19.6414,-21.774
1012,-18.81376601,-19.4921,-21.779
1013,-18.80389935,-19.4789,-21.777
1014,-18.53659935,-19.2116,-21.778
1015,-18.74614379,-19.4292,-21.778
1016,-18.37803268,-19.0497,-21.777
